sample_id,image_id,question,ground_truth,method,prediction,correct
09894390,2335736,Is it outdoors?,no,self_correct,"No, it is not outdoors.",1
09894390,2335736,Is it outdoors?,no,cove_lite,"No, it is not outdoors.",1
09894390,2335736,Is it outdoors?,no,resample_lite,"No, it is not outdoors.",1
03681747,2412962,Is the shirt different in color than the tennis racket?,yes,vanilla,"Yes, the shirt is different in color than the tennis racket.",1
03681747,2412962,Is the shirt different in color than the tennis racket?,yes,self_correct,"No, the shirt is not different in color than the tennis racket.",0
03681747,2412962,Is the shirt different in color than the tennis racket?,yes,cove_lite,"Yes, the shirt is different in color than the tennis racket.",1
03681747,2412962,Is the shirt different in color than the tennis racket?,yes,resample_lite,"Yes, the shirt is different in color than the tennis racket.",1
04803484,2374759,Who is wearing a helmet?,man,vanilla,The person riding the skateboard is wearing a helmet.,0
04803484,2374759,Who is wearing a helmet?,man,self_correct,The person riding the skateboard is not wearing a helmet.,0
04803484,2374759,Who is wearing a helmet?,man,cove_lite,The person riding the skateboard is wearing a helmet.,0
04803484,2374759,Who is wearing a helmet?,man,resample_lite,The person in the image is wearing a helmet.,0
16167582,2320104,On which side is the man?,left,vanilla,The man is on the left side of the image.,1
16167582,2320104,On which side is the man?,left,self_correct,The man is on the left side of the image.,1
16167582,2320104,On which side is the man?,left,cove_lite,The man is on the left side of the image.,1
16167582,2320104,On which side is the man?,left,resample_lite,The man is on the left side of the image.,1
04903562,2386929,What's located on top of the table?,phone,vanilla,The items on top of the table include two glasses and a bottle.,0
04903562,2386929,What's located on top of the table?,phone,self_correct,Corrected: The items on top of the table include two glasses and a bottle.,0
04903562,2386929,What's located on top of the table?,phone,cove_lite,The items on top of the table include two glasses and a bottle.,0
04903562,2386929,What's located on top of the table?,phone,resample_lite,Wine glasses and a bottle (possibly of olive oil) are located on top of the table.,0
101008884,2373429,Are there bikes or brooms?,no,vanilla,"No, there are no bikes or brooms in the image.",1
101008884,2373429,Are there bikes or brooms?,no,self_correct,"No, there are no bikes or brooms.",1
101008884,2373429,Are there bikes or brooms?,no,cove_lite,"No, there are no bikes or brooms in the image.",1
101008884,2373429,Are there bikes or brooms?,no,resample_lite,"No, there are no bikes or brooms in the image.",1
11925963,2318297,What color does the uniform have?,red,vanilla,The uniform has red and gold colors.,1
11925963,2318297,What color does the uniform have?,red,self_correct,The uniform has red and gold colors.,1
11925963,2318297,What color does the uniform have?,red,cove_lite,The uniform has red and gold colors.,1
11925963,2318297,What color does the uniform have?,red,resample_lite,The uniform has a primary color of red.,1
15519571,2400406,Who is in the sky?,man,vanilla,The skier is in the sky.,0
15519571,2400406,Who is in the sky?,man,self_correct,The skier is in the sky.,0
15519571,2400406,Who is in the sky?,man,cove_lite,The skier is in the sky.,0
15519571,2400406,Who is in the sky?,man,resample_lite,A skier is in the sky.,0
15785278,2379924,Who do you think is in front of the person that wears glasses?,child,vanilla,The giraffe is in front of the person wearing glasses.,0
15785278,2379924,Who do you think is in front of the person that wears glasses?,child,self_correct,The giraffe is behind the person wearing glasses.,0
15785278,2379924,Who do you think is in front of the person that wears glasses?,child,cove_lite,The giraffe is in front of the person wearing glasses.,0
15785278,2379924,Who do you think is in front of the person that wears glasses?,child,resample_lite,The giraffe is in front of the person who wears glasses.,0
0038509,2355481,Are there both trains and doors in the picture?,yes,vanilla,"No, there are no trains in the picture, but there is a door on the bus.",0
0038509,2355481,Are there both trains and doors in the picture?,yes,self_correct,"Corrected: No, there are no trains in the picture, but there is a door on the bus.",0
0038509,2355481,Are there both trains and doors in the picture?,yes,cove_lite,"No, there are no trains in the picture, but there is a door on the bus.",0
0038509,2355481,Are there both trains and doors in the picture?,yes,resample_lite,"No, there are no trains in the picture.",0
10110879,2389829,What is the man that is standing doing?,skateboarding,vanilla,The man is skateboarding.,0
10110879,2389829,What is the man that is standing doing?,skateboarding,self_correct,The man is skateboarding.,0
10110879,2389829,What is the man that is standing doing?,skateboarding,cove_lite,The man is skateboarding.,0
10110879,2389829,What is the man that is standing doing?,skateboarding,resample_lite,"The man is standing on a skateboard, possibly preparing to ride or having just finished riding.",0
01698074,2332249,The shirt the lady is wearing has which color?,blue,vanilla,The shirt the lady is wearing is likely white or light blue.,1
01698074,2332249,The shirt the lady is wearing has which color?,blue,self_correct,The shirt the lady is wearing is light blue.,1
01698074,2332249,The shirt the lady is wearing has which color?,blue,cove_lite,The lady's shirt is light blue.,1
01698074,2332249,The shirt the lady is wearing has which color?,blue,resample_lite,"The lady is wearing a light-colored shirt, likely white or a very light shade of blue or gray.",1
07540985,2389885,Which place is it?,restaurant,vanilla,"This appears to be a social event or gathering held in a venue with a swimming pool, such as a hotel or resort.",0
07540985,2389885,Which place is it?,restaurant,self_correct,Hotel or resort,0
07540985,2389885,Which place is it?,restaurant,cove_lite,"This appears to be a social event or gathering held in a venue with a swimming pool, such as a hotel or resort.",0
07540985,2389885,Which place is it?,restaurant,resample_lite,This is a poolside restaurant or banquet hall at a hotel or resort.,1
09407119,2324396,Does the pole have a different color than the hat?,yes,vanilla,"No, the pole does not have a different color than the hat. The pole is red with white stripes, while the hat is solid red.",0
09407119,2324396,Does the pole have a different color than the hat?,yes,self_correct,"Corrected: Yes, the pole has a different color than the hat.",1
09407119,2324396,Does the pole have a different color than the hat?,yes,cove_lite,"No, the pole does not have a different color than the hat.",0
09407119,2324396,Does the pole have a different color than the hat?,yes,resample_lite,"No, the pole does not have a different color than the hat. Both the pole and the hat are red.",0
0660247,2386438,The bag that to the right of the girl lies on what?,rug,vanilla,The bag lies on the mat.,0
0660247,2386438,The bag that to the right of the girl lies on what?,rug,self_correct,The bag lies on the mat.,0
0660247,2386438,The bag that to the right of the girl lies on what?,rug,cove_lite,The bag lies on the mat.,0
0660247,2386438,The bag that to the right of the girl lies on what?,rug,resample_lite,The bag lies on the mat.,0
07639572,2386784,What is covered in sea foam?,surfboard,vanilla,The wave's crest is covered in sea foam.,0
07639572,2386784,What is covered in sea foam?,surfboard,self_correct,The wave's crest is covered in sea foam.,0
07639572,2386784,What is covered in sea foam?,surfboard,cove_lite,The wave's crest is covered in sea foam.,0
07639572,2386784,What is covered in sea foam?,surfboard,resample_lite,The wave and the area around the surfer are covered in sea foam.,0
191038862,2367639,Is the plant in a vase?,no,vanilla,"No, the plant is not in a vase; it is in a white pot.",1
191038862,2367639,Is the plant in a vase?,no,self_correct,Correct.,0
191038862,2367639,Is the plant in a vase?,no,cove_lite,The plant is in a white pot.,0
191038862,2367639,Is the plant in a vase?,no,resample_lite,"No, the plant is not in a vase; it is in a planter.",1
06313835,150356,Who is standing?,man,vanilla,The people in the image are standing.,0
06313835,150356,Who is standing?,man,self_correct,The people in the image are standing.,0
06313835,150356,Who is standing?,man,cove_lite,The people in the image are standing.,0
